Tanggal;"User ID";Role;Aksi;Deskripsi;Subjek;IP;"User Agent"
"15-01-2026 08:44";1;ADMIN;VIEW_PENGUKURAN;"Melihat output pengukuran kinerja Triwulan 3 Tahun Anggaran 2026";"pengukuran_kinerja #5";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0"
"15-01-2026 08:45";1;ADMIN;VIEW_DETAIL_PENGUKURAN;"Melihat detail pengukuran indikator ID 1 TW 3 tahun anggaran ID 5";"indikator_kinerja #1";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0"
"15-01-2026 08:45";1;ADMIN;VIEW_PENGUKURAN;"Melihat output pengukuran kinerja Triwulan 3 Tahun Anggaran 2026";"pengukuran_kinerja #5";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0"
"15-01-2026 09:19";1;ADMIN;VIEW_PENGUKURAN;"Melihat output pengukuran kinerja Triwulan 1 Tahun Anggaran 2026";"pengukuran_kinerja #5";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0"
"15-01-2026 09:19";1;ADMIN;VIEW_PENGUKURAN;"Melihat output pengukuran kinerja Triwulan 2 Tahun Anggaran 2026";"pengukuran_kinerja #5";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0"
"15-01-2026 09:19";1;ADMIN;VIEW_PENGUKURAN;"Melihat output pengukuran kinerja Triwulan 3 Tahun Anggaran 2026";"pengukuran_kinerja #5";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0"
"15-01-2026 09:19";1;ADMIN;VIEW_PENGUKURAN;"Melihat output pengukuran kinerja Triwulan 4 Tahun Anggaran 2026";"pengukuran_kinerja #5";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0"
"15-01-2026 09:19";1;ADMIN;VIEW_DETAIL_PENGUKURAN;"Melihat detail pengukuran indikator ID 1 TW 4 tahun anggaran ID 5";"indikator_kinerja #1";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0"
"15-01-2026 09:19";1;ADMIN;VIEW_PENGUKURAN;"Melihat output pengukuran kinerja Triwulan 4 Tahun Anggaran -";"pengukuran_kinerja #2026";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0"
"15-01-2026 09:21";1;ADMIN;VIEW_PENGUKURAN;"Melihat output pengukuran kinerja Triwulan 3 Tahun Anggaran 2026";"pengukuran_kinerja #5";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0"
"15-01-2026 09:21";1;ADMIN;VIEW_PENGUKURAN;"Melihat output pengukuran kinerja Triwulan 2 Tahun Anggaran 2026";"pengukuran_kinerja #5";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0"
"15-01-2026 09:21";1;ADMIN;VIEW_DETAIL_PENGUKURAN;"Melihat detail pengukuran indikator ID 1 TW 2 tahun anggaran ID 5";"indikator_kinerja #1";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0"
"15-01-2026 09:21";1;ADMIN;VIEW_PENGUKURAN;"Melihat output pengukuran kinerja Triwulan 2 Tahun Anggaran 2026";"pengukuran_kinerja #5";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0"
"15-01-2026 09:21";1;ADMIN;VIEW_PENGUKURAN;"Melihat output pengukuran kinerja Triwulan 1 Tahun Anggaran 2026";"pengukuran_kinerja #5";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0"
"15-01-2026 09:21";1;ADMIN;VIEW_DETAIL_PENGUKURAN;"Melihat detail pengukuran indikator ID 1 TW 1 tahun anggaran ID 5";"indikator_kinerja #1";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0"
"15-01-2026 09:21";1;ADMIN;VIEW_DETAIL_PENGUKURAN;"Melihat detail pengukuran indikator ID 1 TW 1 tahun anggaran ID 5";"indikator_kinerja #1";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0"
"15-01-2026 09:21";1;ADMIN;VIEW_PENGUKURAN;"Melihat output pengukuran kinerja Triwulan 1 Tahun Anggaran -";"pengukuran_kinerja #2026";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0"
"15-01-2026 09:22";1;ADMIN;VIEW_PENGUKURAN;"Melihat output pengukuran kinerja Triwulan 1 Tahun Anggaran -";"pengukuran_kinerja #2026";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0"
"15-01-2026 09:22";1;ADMIN;VIEW_PENGUKURAN;"Melihat output pengukuran kinerja Triwulan 2 Tahun Anggaran 2026";"pengukuran_kinerja #5";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0"
"15-01-2026 09:22";1;ADMIN;VIEW_DETAIL_PENGUKURAN;"Melihat detail pengukuran indikator ID 1 TW 2 tahun anggaran ID 5";"indikator_kinerja #1";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0"
"15-01-2026 09:22";1;ADMIN;VIEW_PENGUKURAN;"Melihat output pengukuran kinerja Triwulan 2 Tahun Anggaran -";"pengukuran_kinerja #2026";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0"
"15-01-2026 09:24";1;ADMIN;VIEW_PENGUKURAN;"Melihat output pengukuran kinerja Triwulan 2 Tahun Anggaran -";"pengukuran_kinerja #2026";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0"
"15-01-2026 09:24";1;ADMIN;VIEW_PENGUKURAN;"Melihat output pengukuran kinerja Triwulan 2 Tahun Anggaran 2026";"pengukuran_kinerja #5";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0"
"15-01-2026 09:24";1;ADMIN;VIEW_PENGUKURAN;"Melihat output pengukuran kinerja Triwulan 1 Tahun Anggaran 2026";"pengukuran_kinerja #5";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0"
"15-01-2026 09:24";1;ADMIN;VIEW_DETAIL_PENGUKURAN;"Melihat detail pengukuran indikator ID 1 TW 1 tahun anggaran ID 5";"indikator_kinerja #1";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0"
"15-01-2026 09:25";1;ADMIN;VIEW_PENGUKURAN;"Melihat output pengukuran kinerja Triwulan 1 Tahun Anggaran 2026";"pengukuran_kinerja #5";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0"
"15-01-2026 09:25";1;ADMIN;VIEW_DETAIL_PENGUKURAN;"Melihat detail pengukuran indikator ID 1 TW 1 tahun anggaran ID 5";"indikator_kinerja #1";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0"
"15-01-2026 09:26";1;ADMIN;VIEW_DETAIL_PENGUKURAN;"Melihat detail pengukuran indikator ID 1 TW 1 tahun anggaran ID 5";"indikator_kinerja #1";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0"
"15-01-2026 09:26";1;ADMIN;VIEW_DETAIL_PENGUKURAN;"Melihat detail pengukuran indikator ID 1 TW 1 tahun anggaran ID 5";"indikator_kinerja #1";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0"
"15-01-2026 09:26";1;ADMIN;VIEW_DETAIL_PENGUKURAN;"Melihat detail pengukuran indikator ID 1 TW 1 tahun anggaran ID 5";"indikator_kinerja #1";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0"
"15-01-2026 09:26";1;ADMIN;VIEW_PENGUKURAN;"Melihat output pengukuran kinerja Triwulan 1 Tahun Anggaran -";"pengukuran_kinerja #2026";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0"
"15-01-2026 09:26";1;ADMIN;VIEW_PENGUKURAN;"Melihat output pengukuran kinerja Triwulan 1 Tahun Anggaran -";"pengukuran_kinerja #2026";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0"
"15-01-2026 09:27";1;ADMIN;VIEW_PENGUKURAN;"Melihat output pengukuran kinerja Triwulan 2 Tahun Anggaran 2026";"pengukuran_kinerja #5";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0"
"15-01-2026 09:27";1;ADMIN;VIEW_PENGUKURAN;"Melihat output pengukuran kinerja Triwulan 1 Tahun Anggaran 2026";"pengukuran_kinerja #5";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0"
"15-01-2026 09:27";1;ADMIN;VIEW_PENGUKURAN;"Melihat output pengukuran kinerja Triwulan 1 Tahun Anggaran 2026";"pengukuran_kinerja #5";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0"
"15-01-2026 09:27";1;ADMIN;VIEW_PENGUKURAN;"Melihat output pengukuran kinerja Triwulan 1 Tahun Anggaran 2026";"pengukuran_kinerja #5";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0"
"15-01-2026 09:27";1;ADMIN;VIEW_PENGUKURAN;"Melihat output pengukuran kinerja Triwulan 1 Tahun Anggaran 2026";"pengukuran_kinerja #5";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0"
"15-01-2026 09:27";1;ADMIN;VIEW_PENGUKURAN;"Melihat output pengukuran kinerja Triwulan 2 Tahun Anggaran 2026";"pengukuran_kinerja #5";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0"
"15-01-2026 09:27";1;ADMIN;VIEW_PENGUKURAN;"Melihat output pengukuran kinerja Triwulan 1 Tahun Anggaran 2026";"pengukuran_kinerja #5";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0"
"15-01-2026 09:27";1;ADMIN;VIEW_PENGUKURAN;"Melihat output pengukuran kinerja Triwulan 1 Tahun Anggaran 2026";"pengukuran_kinerja #5";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0"
"15-01-2026 09:27";1;ADMIN;VIEW_PENGUKURAN;"Melihat output pengukuran kinerja Triwulan 1 Tahun Anggaran 2026";"pengukuran_kinerja #5";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0"
"15-01-2026 09:27";1;ADMIN;VIEW_PENGUKURAN;"Melihat output pengukuran kinerja Triwulan 2 Tahun Anggaran 2026";"pengukuran_kinerja #5";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0"
"15-01-2026 09:27";1;ADMIN;VIEW_PENGUKURAN;"Melihat output pengukuran kinerja Triwulan 3 Tahun Anggaran 2026";"pengukuran_kinerja #5";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0"
"15-01-2026 09:28";1;ADMIN;VIEW_PENGUKURAN;"Melihat output pengukuran kinerja Triwulan 4 Tahun Anggaran 2026";"pengukuran_kinerja #5";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0"
"15-01-2026 09:28";1;ADMIN;VIEW_PENGUKURAN;"Melihat output pengukuran kinerja Triwulan 1 Tahun Anggaran 2026";"pengukuran_kinerja #5";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0"
"15-01-2026 09:28";1;ADMIN;VIEW_PENGUKURAN;"Melihat output pengukuran kinerja Triwulan 2 Tahun Anggaran 2026";"pengukuran_kinerja #5";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0"
"15-01-2026 09:28";1;ADMIN;VIEW_PENGUKURAN;"Melihat output pengukuran kinerja Triwulan 3 Tahun Anggaran 2026";"pengukuran_kinerja #5";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0"
"15-01-2026 09:28";1;ADMIN;VIEW_PENGUKURAN;"Melihat output pengukuran kinerja Triwulan 4 Tahun Anggaran 2026";"pengukuran_kinerja #5";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0"
"15-01-2026 09:28";1;ADMIN;VIEW_PENGUKURAN;"Melihat output pengukuran kinerja Triwulan 1 Tahun Anggaran 2026";"pengukuran_kinerja #5";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0"
"15-01-2026 09:28";1;ADMIN;VIEW_DETAIL_PENGUKURAN;"Melihat detail pengukuran indikator ID 1 TW 1 tahun anggaran ID 5";"indikator_kinerja #1";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0"
"15-01-2026 09:28";1;ADMIN;VIEW_PENGUKURAN;"Melihat output pengukuran kinerja Triwulan 1 Tahun Anggaran -";"pengukuran_kinerja #2026";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0"
"15-01-2026 09:29";1;ADMIN;VIEW_PENGUKURAN;"Melihat output pengukuran kinerja Triwulan 2 Tahun Anggaran 2026";"pengukuran_kinerja #5";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0"
"15-01-2026 09:29";1;ADMIN;VIEW_PENGUKURAN;"Melihat output pengukuran kinerja Triwulan 3 Tahun Anggaran 2026";"pengukuran_kinerja #5";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0"
"15-01-2026 09:29";1;ADMIN;VIEW_PENGUKURAN;"Melihat output pengukuran kinerja Triwulan 4 Tahun Anggaran 2026";"pengukuran_kinerja #5";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0"
"15-01-2026 09:29";1;ADMIN;VIEW_PENGUKURAN;"Melihat output pengukuran kinerja Triwulan 3 Tahun Anggaran 2026";"pengukuran_kinerja #5";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0"
"15-01-2026 09:29";1;ADMIN;VIEW_PENGUKURAN;"Melihat output pengukuran kinerja Triwulan 2 Tahun Anggaran 2026";"pengukuran_kinerja #5";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0"
"15-01-2026 09:29";1;ADMIN;VIEW_DETAIL_PENGUKURAN;"Melihat detail pengukuran indikator ID 1 TW 2 tahun anggaran ID 5";"indikator_kinerja #1";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0"
"15-01-2026 09:29";1;ADMIN;VIEW_PENGUKURAN;"Melihat output pengukuran kinerja Triwulan 2 Tahun Anggaran -";"pengukuran_kinerja #2026";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0"
"15-01-2026 09:29";1;ADMIN;VIEW_PENGUKURAN;"Melihat output pengukuran kinerja Triwulan 3 Tahun Anggaran 2026";"pengukuran_kinerja #5";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0"
"15-01-2026 09:29";1;ADMIN;VIEW_DETAIL_PENGUKURAN;"Melihat detail pengukuran indikator ID 1 TW 3 tahun anggaran ID 5";"indikator_kinerja #1";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0"
"15-01-2026 09:29";1;ADMIN;VIEW_PENGUKURAN;"Melihat output pengukuran kinerja Triwulan 3 Tahun Anggaran -";"pengukuran_kinerja #2026";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0"
"15-01-2026 09:29";1;ADMIN;VIEW_PENGUKURAN;"Melihat output pengukuran kinerja Triwulan 1 Tahun Anggaran 2026";"pengukuran_kinerja #5";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0"
"15-01-2026 09:30";1;ADMIN;VIEW_PENGUKURAN;"Melihat output pengukuran kinerja Triwulan 1 Tahun Anggaran 2026";"pengukuran_kinerja #5";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0"
"15-01-2026 09:30";1;ADMIN;VIEW_DETAIL_PENGUKURAN;"Melihat detail pengukuran indikator ID 1 TW 1 tahun anggaran ID 5";"indikator_kinerja #1";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0"
"15-01-2026 09:30";1;ADMIN;VIEW_DETAIL_PENGUKURAN;"Melihat detail pengukuran indikator ID 1 TW 1 tahun anggaran ID 5";"indikator_kinerja #1";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0"
"15-01-2026 09:31";1;ADMIN;VIEW_DETAIL_PENGUKURAN;"Melihat detail pengukuran indikator ID 1 TW 1 tahun anggaran ID 5";"indikator_kinerja #1";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0"
"15-01-2026 09:32";1;ADMIN;VIEW_DETAIL_PENGUKURAN;"Melihat detail pengukuran indikator ID 1 TW 1 tahun anggaran ID 5";"indikator_kinerja #1";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0"
"15-01-2026 09:32";1;ADMIN;VIEW_PENGUKURAN;"Melihat output pengukuran kinerja Triwulan 1 Tahun Anggaran -";"pengukuran_kinerja #2026";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0"
"15-01-2026 09:32";1;ADMIN;VIEW_PENGUKURAN;"Melihat output pengukuran kinerja Triwulan 1 Tahun Anggaran 2026";"pengukuran_kinerja #5";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0"
"15-01-2026 09:33";1;ADMIN;VIEW_PENGUKURAN;"Melihat output pengukuran kinerja Triwulan 1 Tahun Anggaran 2026";"pengukuran_kinerja #5";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0"
"15-01-2026 09:33";1;ADMIN;VIEW_DETAIL_PENGUKURAN;"Melihat detail pengukuran indikator ID 1 TW 1 tahun anggaran ID 5";"indikator_kinerja #1";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0"
"15-01-2026 09:33";1;ADMIN;VIEW_PENGUKURAN;"Melihat output pengukuran kinerja Triwulan 1 Tahun Anggaran -";"pengukuran_kinerja #2026";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0"
"15-01-2026 09:34";1;ADMIN;VIEW_PENGUKURAN;"Melihat output pengukuran kinerja Triwulan 1 Tahun Anggaran 2026";"pengukuran_kinerja #5";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0"
"15-01-2026 09:34";1;ADMIN;VIEW_PENGUKURAN;"Melihat output pengukuran kinerja Triwulan 1 Tahun Anggaran 2026";"pengukuran_kinerja #5";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0"
"15-01-2026 09:34";1;ADMIN;VIEW_PENGUKURAN;"Melihat output pengukuran kinerja Triwulan 2 Tahun Anggaran 2026";"pengukuran_kinerja #5";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0"
"15-01-2026 09:34";1;ADMIN;VIEW_PENGUKURAN;"Melihat output pengukuran kinerja Triwulan 3 Tahun Anggaran 2026";"pengukuran_kinerja #5";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0"
"15-01-2026 09:35";1;ADMIN;VIEW_PENGUKURAN;"Melihat output pengukuran kinerja Triwulan 4 Tahun Anggaran 2026";"pengukuran_kinerja #5";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0"
"15-01-2026 09:36";1;ADMIN;VIEW_PENGUKURAN;"Melihat output pengukuran kinerja Triwulan 4 Tahun Anggaran 2026";"pengukuran_kinerja #5";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0"
"15-01-2026 09:36";1;ADMIN;VIEW_DETAIL_PENGUKURAN;"Melihat detail pengukuran indikator ID 1 TW 4 tahun anggaran ID 5";"indikator_kinerja #1";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0"
