Tanggal;"User ID";Role;Aksi;Deskripsi;Subjek;IP;"User Agent"
"15-01-2026 12:00";1;;LOG_SCHEDULE_ARCHIVE;"Penjadwalan otomatis mengarsipkan 5 log aktivitas lebih lama dari 2 bulan.";"activity_logs #-";CLI;"SYSTEM (CLI)"
"15-01-2026 12:00";1;;LOG_SCHEDULE_AUTO_BACKUP;"Backup otomatis log arsip dibuat (10 data).";"activity_logs_archive #-";CLI;"SYSTEM (CLI)"
"15-01-2026 12:00";1;;LOG_SCHEDULE_CLEANUP;"Penjadwalan otomatis membersihkan log arsip lebih lama dari 6 bulan.";"activity_logs_archive #-";CLI;"SYSTEM (CLI)"
"15-01-2026 12:00";1;;LOG_SCHEDULE_RUN;"Siklus penjadwalan log aktivitas dijalankan oleh sistem.";"system #-";CLI;"SYSTEM (CLI)"
"15-01-2026 12:00";1;ADMIN;LOG_ARCHIVE_RESTORE;"Data log aktivitas berhasil direstore dari file backup activity_logs_archive_20260114_134133.json.";"activity_logs #-";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
"15-01-2026 12:00";1;ADMIN;LOG_ARCHIVE_RESTORE;"Data log aktivitas berhasil direstore dari file backup activity_logs_archive_20260115_120019.json.";"activity_logs #-";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
"15-01-2026 12:01";1;;LOG_SCHEDULE_CLEANUP;"Penjadwalan otomatis membersihkan log arsip lebih lama dari 6 bulan.";"activity_logs_archive #-";CLI;"SYSTEM (CLI)"
"15-01-2026 12:01";1;;LOG_SCHEDULE_RUN;"Siklus penjadwalan log aktivitas dijalankan oleh sistem.";"system #-";CLI;"SYSTEM (CLI)"
"15-01-2026 13:45";7;ATASAN;LOGIN;"Login ke sistem";"- #-";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
"15-01-2026 13:46";1;ADMIN;LOGIN;"Login ke sistem";"- #-";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0"
"15-01-2026 13:46";6;STAFF;LOGIN;"Login ke sistem";"- #-";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
"15-01-2026 13:51";1;ADMIN;EXPORT_USERS_PDF;"Mengunduh daftar pengguna dalam format PDF (5 data, dikelompokkan per bidang).";"users #-";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0"
"15-01-2026 13:52";1;ADMIN;EXPORT_PERJANJIAN_KINERJA;"Admin mengekspor dokumen Perjanjian Kinerja untuk tahun 2026 dalam format PDF.";"perjanjian_kinerja #5";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0"
"15-01-2026 13:52";1;ADMIN;EXPORT_PIC_PDF;"Admin mengekspor laporan PIC indikator kinerja lintas unit dan jabatan ke dalam file PDF.";"pic_indikator #-";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0"
"15-01-2026 13:53";1;ADMIN;EXPORT_DOKUMEN_PDF;"Admin mengekspor daftar dokumen ke file PDF melalui menu kategori dokumen.";"dokumen #-";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0"
"15-01-2026 13:53";6;STAFF;VIEW_DOKUMEN_ARSIP;"Melihat arsip dokumen kinerja";"- #-";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
"15-01-2026 13:53";6;STAFF;EXPORT_ARSIP_DOKUMEN;"Mengunduh arsip dokumen unit/bidang dalam bentuk PDF";"dokumen_arsip #-";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
"15-01-2026 13:54";1;ADMIN;VIEW_PENGUKURAN;"Melihat output pengukuran kinerja Triwulan 1 Tahun Anggaran 2026";"pengukuran_kinerja #5";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0"
"15-01-2026 13:54";1;ADMIN;EXPORT_PENGUKURAN_EXCEL;"Mengekspor pengukuran kinerja ke Excel TW 1 tahun anggaran ID 5";"pengukuran_kinerja #5";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0"
"15-01-2026 13:54";1;ADMIN;VIEW_DETAIL_PENGUKURAN;"Melihat detail pengukuran indikator ID 1 TW 1 tahun anggaran ID 5";"indikator_kinerja #1";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0"
"15-01-2026 13:55";1;ADMIN;VIEW_PENGUKURAN;"Melihat output pengukuran kinerja Triwulan 1 Tahun Anggaran 2026";"pengukuran_kinerja #5";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0"
"15-01-2026 13:55";1;ADMIN;EXPORT_LAPORAN_PENGUKURAN;"Mengekspor laporan pengukuran kinerja TW 1 tahun anggaran ID 5";"pengukuran_kinerja #5";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0"
"15-01-2026 13:55";6;STAFF;VIEW_TASK_LIST;"Melihat daftar tugas pengukuran kinerja yang ditugaskan";"task_pengukuran #-";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
"15-01-2026 13:56";7;ATASAN;VIEW_TASK_LIST;"Melihat daftar tugas pengukuran kinerja yang ditugaskan";"task_pengukuran #-";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
"15-01-2026 13:56";7;ATASAN;VIEW_PENGUKURAN_REPORT;"Melihat laporan pengukuran indikator Persentase dosen yang berkegiatan tridharma di perguruan tinggi lain, bekerja sebagai praktisi di dunia industri, atau membimbing mahasiswa berkegiatan di luar program studi TW 1 Tahun 2026";"pengukuran_kinerja #3";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
"15-01-2026 14:18";1;ADMIN;LOGIN;"Login ke sistem";"- #-";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
"15-01-2026 14:21";1;ADMIN;LOGIN;"Login ke sistem";"- #-";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0"
"15-01-2026 14:22";1;ADMIN;EXPORT_USERS_EXCEL;"Mengunduh daftar pengguna dalam format Excel (5 data, dikelompokkan per bidang).";"users #-";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0"
"15-01-2026 14:22";1;ADMIN;EXPORT_USERS_EXCEL;"Mengunduh daftar pengguna dalam format Excel (5 data, dikelompokkan per bidang).";"users #-";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0"
"15-01-2026 14:23";4;STAFF;LOGIN;"Login ke sistem";"- #-";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
"15-01-2026 14:23";6;STAFF;LOGIN;"Login ke sistem";"- #-";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
"15-01-2026 14:33";1;ADMIN;EXPORT_PERJANJIAN_KINERJA_EXCEL;"Admin mengekspor Perjanjian Kinerja tahun 2026 dalam format Excel.";"perjanjian_kinerja #5";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0"
"15-01-2026 14:39";1;ADMIN;EXPORT_PIC_EXCEL;"Admin mengekspor laporan PIC indikator kinerja dalam format Excel.";"pic_indikator #-";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0"
"15-01-2026 14:46";1;ADMIN;EXPORT_KATEGORI_DOKUMEN_EXCEL;"Admin mengekspor master kategori dokumen ke format Excel.";"kategori_dokumen #-";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0"
"15-01-2026 14:47";1;ADMIN;EXPORT_DOKUMEN_PDF;"Admin mengekspor daftar dokumen ke file PDF melalui menu kategori dokumen.";"dokumen #-";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0"
"15-01-2026 14:47";1;ADMIN;EXPORT_KATEGORI_DOKUMEN_EXCEL;"Admin mengekspor master kategori dokumen ke format Excel.";"kategori_dokumen #-";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0"
"15-01-2026 14:54";1;ADMIN;EXPORT_DOKUMEN_EXCEL;"Admin mengekspor kategori beserta dokumen ke format Excel.";"dokumen #-";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0"
"15-01-2026 15:00";6;STAFF;VIEW_DOKUMEN_ARSIP;"Melihat arsip dokumen kinerja";"- #-";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
"15-01-2026 15:00";2;ATASAN;LOGIN;"Login ke sistem";"- #-";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
"15-01-2026 15:00";2;ATASAN;VIEW_DOKUMEN_ARSIP;"Melihat arsip dokumen kinerja";"dokumen #-";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
"15-01-2026 15:02";2;ATASAN;VIEW_DOKUMEN_ARSIP;"Melihat arsip dokumen kinerja";"dokumen #-";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
"15-01-2026 15:02";2;ATASAN;VIEW_DOKUMEN_ARSIP;"Melihat arsip dokumen kinerja";"dokumen #-";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
"15-01-2026 15:07";2;ATASAN;VIEW_DOKUMEN_ARSIP;"Melihat arsip dokumen kinerja";"dokumen #-";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
"15-01-2026 15:07";2;ATASAN;EXPORT_ARSIP_DOKUMEN_EXCEL;"Mengunduh arsip dokumen kinerja dalam format Excel";"dokumen_arsip #-";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
"15-01-2026 15:11";4;STAFF;VIEW_DOKUMEN_ARSIP;"Melihat arsip dokumen kinerja";"- #-";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
"15-01-2026 15:11";4;STAFF;VIEW_DOKUMEN_ARSIP;"Melihat arsip dokumen kinerja";"- #-";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
"15-01-2026 15:11";4;STAFF;VIEW_DOKUMEN_ARSIP;"Melihat arsip dokumen kinerja";"- #-";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
"15-01-2026 15:12";4;STAFF;VIEW_DOKUMEN_ARSIP;"Melihat arsip dokumen kinerja";"- #-";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
"15-01-2026 15:13";4;STAFF;VIEW_DOKUMEN_ARSIP;"Melihat arsip dokumen kinerja";"- #-";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
"15-01-2026 15:15";2;ATASAN;VIEW_DOKUMEN_ARSIP;"Melihat arsip dokumen kinerja";"dokumen #-";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
"15-01-2026 15:15";4;STAFF;VIEW_DOKUMEN_ARSIP;"Melihat arsip dokumen kinerja";"- #-";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
"15-01-2026 15:15";4;STAFF;EXPORT_ARSIP_DOKUMEN_EXCEL;"Mengunduh arsip dokumen pribadi dalam format Excel";"dokumen_arsip #-";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
"18-01-2026 12:28";1;ADMIN;LOGIN;"Login ke sistem";"- #-";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
"18-01-2026 12:28";1;ADMIN;EXPORT_USERS_PDF;"Mengunduh daftar pengguna dalam format PDF (5 data, dikelompokkan per bidang).";"users #-";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
"18-01-2026 12:29";1;ADMIN;EXPORT_USERS_EXCEL;"Mengunduh daftar pengguna dalam format Excel (5 data, dikelompokkan per bidang).";"users #-";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
"18-01-2026 12:29";1;ADMIN;EXPORT_PERJANJIAN_KINERJA_EXCEL;"Admin mengekspor Perjanjian Kinerja tahun 2026 dalam format Excel.";"perjanjian_kinerja #5";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
"18-01-2026 12:30";1;ADMIN;EXPORT_PERJANJIAN_KINERJA;"Admin mengekspor dokumen Perjanjian Kinerja untuk tahun 2026 dalam format PDF.";"perjanjian_kinerja #5";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
"18-01-2026 12:31";1;ADMIN;LOGIN;"Login ke sistem";"- #-";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0"
"18-01-2026 12:31";1;ADMIN;EXPORT_DOKUMEN_PDF;"Admin mengekspor daftar dokumen ke file PDF melalui menu kategori dokumen.";"dokumen #-";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0"
"18-01-2026 12:31";1;ADMIN;EXPORT_DOKUMEN_EXCEL;"Admin mengekspor kategori beserta dokumen ke format Excel.";"dokumen #-";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0"
"18-01-2026 12:32";1;ADMIN;EXPORT_DOKUMEN_PDF;"Admin mengekspor daftar dokumen ke file PDF melalui menu kategori dokumen.";"dokumen #-";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0"
"18-01-2026 13:01";1;ADMIN;VIEW_PENGUKURAN;"Melihat output pengukuran kinerja Triwulan 1 Tahun Anggaran 2026";"pengukuran_kinerja #5";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0"
"18-01-2026 13:01";1;ADMIN;VIEW_PENGUKURAN;"Melihat output pengukuran kinerja Triwulan 2 Tahun Anggaran 2026";"pengukuran_kinerja #5";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0"
"18-01-2026 13:01";1;ADMIN;VIEW_PENGUKURAN;"Melihat output pengukuran kinerja Triwulan 3 Tahun Anggaran 2026";"pengukuran_kinerja #5";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0"
"18-01-2026 13:01";1;ADMIN;VIEW_PENGUKURAN;"Melihat output pengukuran kinerja Triwulan 4 Tahun Anggaran 2026";"pengukuran_kinerja #5";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0"
"18-01-2026 13:02";1;ADMIN;VIEW_DETAIL_PENGUKURAN;"Melihat detail pengukuran indikator ID 1 TW 4 tahun anggaran ID 5";"indikator_kinerja #1";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0"
"18-01-2026 13:02";1;ADMIN;VIEW_PENGUKURAN;"Melihat output pengukuran kinerja Triwulan 4 Tahun Anggaran -";"pengukuran_kinerja #2026";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0"
"18-01-2026 14:01";1;ADMIN;CREATE_BIDANG;"Menambahkan unit kerja: jurusan a";"bidang #53";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0"
"18-01-2026 14:02";1;ADMIN;CREATE_BIDANG;"Menambahkan unit kerja: prodi a";"bidang #54";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0"
"18-01-2026 14:02";1;ADMIN;DELETE_BIDANG;"Menghapus unit kerja: prodi a";"bidang #54";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0"
"18-01-2026 14:02";1;ADMIN;DELETE_BIDANG;"Menghapus unit kerja: jurusan a";"bidang #53";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0"
"18-01-2026 14:35";1;ADMIN;VIEW_PENGUKURAN;"Melihat output pengukuran kinerja Triwulan 1 Tahun Anggaran 2026";"pengukuran_kinerja #5";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0"
"18-01-2026 21:09";1;ADMIN;LOGIN;"Login ke sistem";"- #-";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
"19-01-2026 07:28";1;ADMIN;LOGIN;"Login ke sistem";"- #-";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
"19-01-2026 07:37";1;ADMIN;UPDATE_TAHUN_STATUS;"Mengaktifkan tahun anggaran 2022";"tahun_anggaran #3";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
"19-01-2026 07:38";1;ADMIN;UPDATE_TAHUN_STATUS;"Mengaktifkan tahun anggaran 2026";"tahun_anggaran #5";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
"19-01-2026 07:38";1;ADMIN;UPDATE_TAHUN_STATUS;"Mengaktifkan tahun anggaran 2022";"tahun_anggaran #3";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
"19-01-2026 07:46";1;ADMIN;VIEW_PENGUKURAN;"Melihat output pengukuran kinerja Triwulan 1 Tahun Anggaran 2022";"pengukuran_kinerja #3";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
"19-01-2026 07:47";1;ADMIN;VIEW_PENGUKURAN;"Melihat output pengukuran kinerja Triwulan 2 Tahun Anggaran 2022";"pengukuran_kinerja #3";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
"19-01-2026 07:47";1;ADMIN;UPDATE_TAHUN_STATUS;"Mengaktifkan tahun anggaran 2026";"tahun_anggaran #5";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
"19-01-2026 07:47";1;ADMIN;VIEW_PENGUKURAN;"Melihat output pengukuran kinerja Triwulan 1 Tahun Anggaran 2026";"pengukuran_kinerja #5";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
"19-01-2026 07:47";1;ADMIN;VIEW_PENGUKURAN;"Melihat output pengukuran kinerja Triwulan 2 Tahun Anggaran 2026";"pengukuran_kinerja #5";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
"19-01-2026 07:47";1;ADMIN;VIEW_PENGUKURAN;"Melihat output pengukuran kinerja Triwulan 3 Tahun Anggaran 2026";"pengukuran_kinerja #5";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
"19-01-2026 07:47";1;ADMIN;VIEW_PENGUKURAN;"Melihat output pengukuran kinerja Triwulan 4 Tahun Anggaran 2026";"pengukuran_kinerja #5";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
"19-01-2026 07:47";1;ADMIN;VIEW_DETAIL_PENGUKURAN;"Melihat detail pengukuran indikator ID 8 TW 4 tahun anggaran ID 5";"indikator_kinerja #8";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
"19-01-2026 07:47";1;ADMIN;VIEW_PENGUKURAN;"Melihat output pengukuran kinerja Triwulan 4 Tahun Anggaran -";"pengukuran_kinerja #2026";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
"19-01-2026 07:47";1;ADMIN;VIEW_PENGUKURAN;"Melihat output pengukuran kinerja Triwulan 1 Tahun Anggaran 2026";"pengukuran_kinerja #5";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
"19-01-2026 07:52";6;STAFF;LOGIN;"Login ke sistem";"- #-";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
"19-01-2026 07:53";6;STAFF;VIEW_TASK_LIST;"Melihat daftar tugas pengukuran kinerja yang ditugaskan";"task_pengukuran #-";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
"19-01-2026 08:01";1;ADMIN;LOGIN;"Login ke sistem";"- #-";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
"19-01-2026 08:02";6;STAFF;VIEW_TASK_LIST;"Melihat daftar tugas pengukuran kinerja yang ditugaskan";"task_pengukuran #-";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
"19-01-2026 08:02";6;STAFF;VIEW_PENGUKURAN_PROGRESS;"Melihat progress pengukuran indikator Persentase dosen yang berkegiatan tridharma di perguruan tinggi lain, bekerja sebagai praktisi di dunia industri, atau membimbing mahasiswa berkegiatan di luar program studi TW 2 Tahun 2026";"pengukuran_kinerja #3";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
